fee_id,order_id,payment_id,settlement_date,platform_fee,gateway_fee,total_fee_before_gst,gst_on_fees,total_fee_with_gst
FEE71351,ORD11351,PAY71351,2026-04-28,9.02,6.77,15.79,2.84,18.63
FEE71352,ORD11352,PAY71352,2026-04-28,17.71,2.53,20.24,3.64,23.88
FEE71353,ORD11353,PAY71353,2026-04-28,27.44,14.7,42.14,7.59,49.73
FEE71354,ORD11354,PAY71354,2026-04-28,26.47,19.85,46.32,8.34,54.66
FEE71355,ORD11355,PAY71355,2026-04-28,25.04,3.58,28.62,5.15,33.77
FEE71356,ORD11356,PAY71356,2026-04-29,125.99,40.95,166.94,30.05,196.99
FEE71357,ORD11357,PAY71357,2026-04-29,92.67,30.12,122.79,22.1,144.89
FEE71358,ORD11358,PAY71358,2026-04-29,171.62,17.16,188.78,33.98,222.76
FEE71360,ORD11360,PAY71360,2026-04-29,74.08,7.41,81.49,14.67,96.16
FEE71361,ORD11361,PAY71361,2026-04-29,67.81,6.78,74.59,13.43,88.02
FEE71363,ORD11363,PAY71363,2026-04-29,89.15,46.81,135.96,24.47,160.43
FEE71364,ORD11364,PAY71364,2026-04-29,60.6,22.72,83.32,15.0,98.32
FEE71366,ORD11366,PAY71366,2026-04-30,56.68,7.09,63.77,11.48,75.25
FEE71367,ORD11367,PAY71367,2026-04-30,63.74,41.83,105.57,19.0,124.57
FEE71368,ORD11368,PAY71368,2026-04-30,36.42,4.55,40.97,7.37,48.34
FEE71369,ORD11369,PAY71369,2026-04-28,50.61,8.44,59.05,10.63,69.68
FEE71370,ORD11370,PAY71370,2026-04-28,38.6,33.77,72.37,13.03,85.4
FEE71371,ORD11371,PAY71371,2026-04-28,46.66,7.78,54.44,9.8,64.24
FEE71372,ORD11372,PAY71372,2026-04-28,41.26,6.88,48.14,8.67,56.81
FEE71373,ORD11373,PAY71373,2026-04-28,67.54,42.21,109.75,19.75,129.5
FEE71374,ORD11374,PAY71374,2026-04-28,13.96,2.33,16.29,2.93,19.22
FEE71375,ORD11375,PAY71375,2026-04-28,65.98,11.0,76.98,13.86,90.84
FEE71376,ORD11376,PAY71376,2026-04-28,59.15,9.86,69.01,12.42,81.43
FEE71377,ORD11377,PAY71377,2026-04-28,40.28,6.71,46.99,8.46,55.45
FEE71378,ORD11378,PAY71378,2026-04-30,189.1,90.25,279.35,50.28,329.63
FEE71379,ORD11379,PAY71379,2026-04-30,186.66,63.63,250.29,45.05,295.34
FEE71380,ORD11380,PAY71380,2026-04-30,290.78,85.91,376.69,67.8,444.49
FEE71381,ORD11381,PAY71381,2026-04-30,161.75,47.79,209.54,37.72,247.26
FEE71382,ORD11382,PAY71382,2026-04-30,149.98,71.58,221.56,39.88,261.44
FEE71383,ORD11383,PAY71383,2026-04-29,122.37,75.58,197.95,35.63,233.58
FEE71384,ORD11384,PAY71384,2026-04-29,38.35,16.92,55.27,9.95,65.22
FEE71385,ORD11385,PAY71385,2026-04-29,158.81,18.68,177.49,31.95,209.44
FEE71386,ORD11386,PAY71386,2026-04-29,159.18,98.32,257.5,46.35,303.85
FEE71387,ORD11387,PAY71387,2026-04-29,83.21,9.79,93.0,16.74,109.74
FEE71388,ORD11388,PAY71388,2026-04-29,50.22,31.02,81.24,14.62,95.86
FEE71389,ORD11389,PAY71389,2026-04-29,60.21,37.19,97.4,17.53,114.93
FEE71390,ORD11390,PAY71390,2026-04-29,32.92,23.04,55.96,10.07,66.03
FEE71391,ORD11391,PAY71391,2026-04-29,143.7,19.16,162.86,29.31,192.17
FEE71393,ORD11393,PAY71393,2026-04-29,72.04,36.02,108.06,19.45,127.51
FEE71394,ORD11394,PAY71394,2026-04-29,32.74,16.37,49.11,8.84,57.95
FEE71395,ORD11395,PAY71395,2026-04-29,56.43,39.5,95.93,17.27,113.2
FEE71396,ORD11396,PAY71396,2026-04-29,35.22,4.7,39.92,7.19,47.11
FEE71397,ORD11397,PAY71397,2026-04-30,381.27,222.41,603.68,108.66,712.34
FEE71398,ORD11398,PAY71398,2026-04-30,29.27,3.25,32.52,5.85,38.37
FEE71399,ORD11399,PAY71399,2026-04-30,200.76,22.31,223.07,40.15,263.22
FEE71401,ORD11401,PAY71401,2026-04-30,51.27,18.52,69.79,12.56,82.35
FEE71402,ORD11402,PAY71402,2026-04-30,83.99,9.33,93.32,16.8,110.12
FEE71403,ORD11403,PAY71403,2026-04-29,44.07,6.3,50.37,9.07,59.44
FEE71404,ORD11404,PAY71404,2026-04-29,27.14,14.54,41.68,7.5,49.18
FEE71405,ORD11405,PAY71405,2026-04-29,42.22,22.62,64.84,11.67,76.51
FEE71406,ORD11406,PAY71406,2026-04-29,9.41,1.34,10.75,1.93,12.68
FEE71407,ORD11407,PAY71407,2026-04-29,35.56,5.08,40.64,7.32,47.96
FEE71408,ORD11408,PAY71408,2026-04-30,124.21,12.42,136.63,24.59,161.22
FEE71409,ORD11409,PAY71409,2026-04-30,137.03,71.94,208.97,37.61,246.58
FEE71410,ORD11410,PAY71410,2026-04-30,26.99,8.77,35.76,6.44,42.2
FEE71411,ORD11411,PAY71411,2026-04-30,119.29,11.93,131.22,23.62,154.84
FEE71412,ORD11412,PAY71412,2026-04-30,71.28,7.13,78.41,14.11,92.52
FEE71413,ORD11413,PAY71413,2026-04-30,67.65,21.98,89.63,16.13,105.76
FEE71414,ORD11414,PAY71414,2026-04-30,168.58,63.22,231.8,41.72,273.52
FEE71415,ORD11415,PAY71415,2026-05-01,24.75,16.24,40.99,7.38,48.37
FEE71416,ORD11416,PAY71416,2026-05-01,87.77,10.97,98.74,17.77,116.51
FEE71417,ORD11417,PAY71417,2026-05-01,287.62,35.95,323.57,58.24,381.81
FEE71418,ORD11418,PAY71418,2026-05-01,221.39,27.67,249.06,44.83,293.89
FEE71419,ORD11419,PAY71419,2026-05-01,167.4,20.92,188.32,33.9,222.22
FEE71420,ORD11420,PAY71420,2026-04-29,22.91,20.05,42.96,7.73,50.69
FEE71421,ORD11421,PAY71421,2026-04-29,49.26,26.68,75.94,13.67,89.61
FEE71422,ORD11422,PAY71422,2026-04-29,42.5,37.19,79.69,14.34,94.03
FEE71424,ORD11424,PAY71424,2026-04-29,63.13,10.52,73.65,13.26,86.91
FEE71425,ORD11425,PAY71425,2026-04-29,72.45,63.4,135.85,24.45,160.3
FEE71426,ORD11426,PAY71426,2026-05-01,378.44,180.62,559.06,100.63,659.69
FEE71427,ORD11427,PAY71427,2026-05-01,374.72,34.07,408.79,73.58,482.37
FEE71428,ORD11428,PAY71428,2026-05-01,169.61,80.95,250.56,45.1,295.66
FEE71430,ORD11430,PAY71430,2026-04-30,52.55,23.19,75.74,13.63,89.37
FEE71431,ORD11431,PAY71431,2026-04-30,169.39,19.93,189.32,34.08,223.4
FEE71432,ORD11432,PAY71432,2026-04-30,106.26,65.63,171.89,30.94,202.83
FEE71433,ORD11433,PAY71433,2026-04-30,129.58,90.71,220.29,39.65,259.94
FEE71434,ORD11434,PAY71434,2026-04-30,69.66,30.19,99.85,17.97,117.82
FEE71435,ORD11435,PAY71435,2026-04-30,22.95,16.06,39.01,7.02,46.03
FEE71436,ORD11436,PAY71436,2026-04-30,91.92,64.35,156.27,28.13,184.4
FEE71437,ORD11437,PAY71437,2026-04-30,135.58,94.9,230.48,41.49,271.97
FEE71438,ORD11438,PAY71438,2026-04-30,75.95,32.91,108.86,19.59,128.45
FEE71440,ORD11440,PAY71440,2026-05-01,37.33,4.15,41.48,7.47,48.95
FEE71441,ORD11441,PAY71441,2026-05-01,258.05,150.53,408.58,73.54,482.12
FEE71443,ORD11443,PAY71443,2026-05-01,382.57,223.17,605.74,109.03,714.77
FEE71445,ORD11445,PAY71445,2026-05-01,134.03,78.18,212.21,38.2,250.41
FEE71446,ORD11446,PAY71446,2026-05-01,36.78,13.28,50.06,9.01,59.07
FEE71447,ORD11447,PAY71447,2026-05-01,27.72,11.55,39.27,7.07,46.34
FEE71449,ORD11449,PAY71449,2026-04-30,2.77,0.4,3.17,0.57,3.74
FEE71450,ORD11450,PAY71450,2026-04-30,11.67,1.67,13.34,2.4,15.74
FEE71451,ORD11451,PAY71451,2026-04-30,43.05,23.06,66.11,11.9,78.01
FEE71452,ORD11452,PAY71452,2026-04-30,17.93,13.45,31.38,5.65,37.03
FEE71453,ORD11453,PAY71453,2026-04-30,18.81,2.69,21.5,3.87,25.37
FEE71454,ORD11454,PAY71454,2026-05-01,34.74,13.03,47.77,8.6,56.37
FEE71455,ORD11455,PAY71455,2026-05-01,24.92,13.08,38.0,6.84,44.84
FEE71456,ORD11456,PAY71456,2026-05-01,175.87,65.95,241.82,43.53,285.35
FEE71457,ORD11457,PAY71457,2026-05-01,13.29,1.33,14.62,2.63,17.25
FEE71458,ORD11458,PAY71458,2026-05-02,249.36,31.17,280.53,50.5,331.03
FEE71459,ORD11459,PAY71459,2026-05-02,41.52,19.46,60.98,10.98,71.96
FEE71462,ORD11462,PAY71462,2026-05-02,121.91,15.24,137.15,24.69,161.84
FEE71463,ORD11463,PAY71463,2026-05-02,109.5,13.69,123.19,22.17,145.36
FEE71464,ORD11464,PAY71464,2026-05-02,72.81,9.1,81.91,14.74,96.65
FEE71465,ORD11465,PAY71465,2026-05-02,261.77,171.79,433.56,78.04,511.6
FEE71466,ORD11466,PAY71466,2026-05-02,215.5,26.94,242.44,43.64,286.08
FEE71467,ORD11467,PAY71467,2026-04-30,14.91,8.08,22.99,4.14,27.13
FEE71468,ORD11468,PAY71468,2026-04-30,50.31,8.39,58.7,10.57,69.27
FEE71469,ORD11469,PAY71469,2026-04-30,3.4,2.97,6.37,1.15,7.52
FEE71470,ORD11470,PAY71470,2026-04-30,17.44,15.26,32.7,5.89,38.59
FEE71471,ORD11471,PAY71471,2026-04-30,56.02,9.34,65.36,11.76,77.12
FEE71473,ORD11473,PAY71473,2026-04-30,58.87,51.51,110.38,19.87,130.25
FEE71474,ORD11474,PAY71474,2026-04-30,65.25,10.87,76.12,13.7,89.82
FEE71475,ORD11475,PAY71475,2026-05-02,279.9,133.59,413.49,74.43,487.92
FEE71476,ORD11476,PAY71476,2026-05-02,222.06,65.61,287.67,51.78,339.45
FEE71477,ORD11477,PAY71477,2026-05-02,124.51,11.32,135.83,24.45,160.28
FEE71478,ORD11478,PAY71478,2026-05-02,254.99,23.18,278.17,50.07,328.24
FEE71479,ORD11479,PAY71479,2026-05-01,40.81,15.6,56.41,10.15,66.56
FEE71480,ORD11480,PAY71480,2026-05-01,22.45,13.87,36.32,6.54,42.86
FEE71481,ORD11481,PAY71481,2026-05-01,14.69,5.62,20.31,3.66,23.97
FEE71482,ORD11482,PAY71482,2026-05-01,108.26,41.39,149.65,26.94,176.59
FEE71483,ORD11483,PAY71483,2026-05-01,83.98,9.88,93.86,16.89,110.75
FEE71484,ORD11484,PAY71484,2026-05-01,20.18,12.46,32.64,5.88,38.52
FEE71485,ORD11485,PAY71485,2026-05-01,21.35,8.16,29.51,5.31,34.82
FEE71486,ORD11486,PAY71486,2026-05-01,123.33,14.51,137.84,24.81,162.65
FEE71487,ORD11487,PAY71487,2026-05-01,105.65,12.43,118.08,21.25,139.33
FEE71488,ORD11488,PAY71488,2026-05-01,113.2,69.92,183.12,32.96,216.08
FEE71489,ORD11489,PAY71489,2026-05-01,139.61,18.61,158.22,28.48,186.7
FEE71490,ORD11490,PAY71490,2026-05-01,147.32,103.13,250.45,45.08,295.53
FEE71491,ORD11491,PAY71491,2026-05-01,126.15,16.82,142.97,25.73,168.7
FEE71492,ORD11492,PAY71492,2026-05-01,62.58,31.29,93.87,16.9,110.77
FEE71493,ORD11493,PAY71493,2026-05-02,161.83,94.4,256.23,46.12,302.35
FEE71494,ORD11494,PAY71494,2026-05-02,184.32,107.52,291.84,52.53,344.37
FEE71496,ORD11496,PAY71496,2026-05-02,86.05,35.85,121.9,21.94,143.84
FEE71498,ORD11498,PAY71498,2026-05-01,28.37,4.05,32.42,5.84,38.26
FEE71499,ORD11499,PAY71499,2026-05-01,44.69,33.51,78.2,14.08,92.28
FEE71500,ORD11500,PAY71500,2026-05-01,14.35,10.76,25.11,4.52,29.63
FEE71501,ORD11501,PAY71501,2026-05-02,96.61,50.72,147.33,26.52,173.85
FEE71502,ORD11502,PAY71502,2026-05-02,12.18,4.57,16.75,3.01,19.76
FEE71504,ORD11504,PAY71504,2026-05-02,143.23,53.71,196.94,35.45,232.39
FEE71505,ORD11505,PAY71505,2026-05-02,52.12,5.21,57.33,10.32,67.65
FEE71506,ORD11506,PAY71506,2026-05-03,148.39,69.56,217.95,39.23,257.18
FEE71507,ORD11507,PAY71507,2026-05-03,193.36,90.64,284.0,51.12,335.12
FEE71508,ORD11508,PAY71508,2026-05-03,165.63,20.7,186.33,33.54,219.87
FEE71509,ORD11509,PAY71509,2026-05-03,238.04,111.58,349.62,62.93,412.55
FEE71510,ORD11510,PAY71510,2026-05-01,48.16,42.14,90.3,16.25,106.55
FEE71513,ORD11513,PAY71513,2026-05-03,230.84,20.99,251.83,45.33,297.16
FEE71514,ORD11514,PAY71514,2026-05-03,194.01,17.64,211.65,38.1,249.75
FEE71515,ORD11515,PAY71515,2026-05-03,160.57,54.74,215.31,38.76,254.07
FEE71516,ORD11516,PAY71516,2026-05-03,313.36,106.83,420.19,75.63,495.82
FEE71517,ORD11517,PAY71517,2026-05-03,120.36,41.03,161.39,29.05,190.44
FEE71518,ORD11518,PAY71518,2026-05-03,318.26,151.9,470.16,84.63,554.79
FEE71519,ORD11519,PAY71519,2026-05-03,213.8,72.89,286.69,51.6,338.29
FEE71520,ORD11520,PAY71520,2026-05-03,126.25,43.04,169.29,30.47,199.76
FEE71521,ORD11521,PAY71521,2026-05-03,330.09,112.53,442.62,79.67,522.29
FEE71522,ORD11522,PAY71522,2026-05-03,137.21,12.47,149.68,26.94,176.62
FEE71524,ORD11524,PAY71524,2026-05-02,163.49,72.13,235.62,42.41,278.03
FEE71525,ORD11525,PAY71525,2026-05-02,143.08,88.37,231.45,41.66,273.11
FEE71527,ORD11527,PAY71527,2026-05-02,26.45,3.11,29.56,5.32,34.88
FEE71528,ORD11528,PAY71528,2026-05-02,41.68,4.9,46.58,8.38,54.96
FEE71529,ORD11529,PAY71529,2026-05-02,141.93,99.35,241.28,43.43,284.71
FEE71530,ORD11530,PAY71530,2026-05-02,140.85,98.59,239.44,43.1,282.54
FEE71531,ORD11531,PAY71531,2026-05-02,98.99,49.5,148.49,26.73,175.22
FEE71532,ORD11532,PAY71532,2026-05-02,28.06,3.74,31.8,5.72,37.52
FEE71533,ORD11533,PAY71533,2026-05-02,61.85,8.25,70.1,12.62,82.72
FEE71534,ORD11534,PAY71534,2026-05-02,143.47,71.73,215.2,38.74,253.94
FEE71535,ORD11535,PAY71535,2026-05-03,254.17,91.78,345.95,62.27,408.22
FEE71536,ORD11536,PAY71536,2026-05-03,313.72,34.86,348.58,62.74,411.32
FEE71537,ORD11537,PAY71537,2026-05-03,41.59,24.26,65.85,11.85,77.7
FEE71538,ORD11538,PAY71538,2026-05-03,322.35,35.82,358.17,64.47,422.64
FEE71539,ORD11539,PAY71539,2026-05-03,308.63,180.03,488.66,87.96,576.62
FEE71540,ORD11540,PAY71540,2026-05-03,55.17,32.18,87.35,15.72,103.07
FEE71541,ORD11541,PAY71541,2026-05-03,131.83,54.93,186.76,33.62,220.38
FEE71542,ORD11542,PAY71542,2026-05-03,312.24,34.69,346.93,62.45,409.38
FEE71543,ORD11543,PAY71543,2026-05-03,261.31,29.03,290.34,52.26,342.6
FEE71544,ORD11544,PAY71544,2026-05-03,216.29,24.03,240.32,43.26,283.58
FEE71545,ORD11545,PAY71545,2026-05-02,41.31,19.18,60.49,10.89,71.38
FEE71546,ORD11546,PAY71546,2026-05-02,18.11,13.58,31.69,5.7,37.39
FEE71547,ORD11547,PAY71547,2026-05-02,6.49,4.86,11.35,2.04,13.39
FEE71548,ORD11548,PAY71548,2026-05-02,40.03,5.72,45.75,8.23,53.98
FEE71549,ORD11549,PAY71549,2026-05-02,13.92,1.99,15.91,2.86,18.77
FEE71550,ORD11550,PAY71550,2026-05-03,154.85,58.07,212.92,38.33,251.25
FEE71551,ORD11551,PAY71551,2026-05-03,94.17,9.42,103.59,18.65,122.24
FEE71552,ORD11552,PAY71552,2026-05-03,16.4,1.64,18.04,3.25,21.29
FEE71553,ORD11553,PAY71553,2026-05-03,15.7,1.57,17.27,3.11,20.38
FEE71554,ORD11554,PAY71554,2026-05-03,17.07,5.55,22.62,4.07,26.69
FEE71555,ORD11555,PAY71555,2026-05-03,136.03,71.42,207.45,37.34,244.79
FEE71556,ORD11556,PAY71556,2026-05-03,140.06,14.01,154.07,27.73,181.8
FEE71557,ORD11557,PAY71557,2026-05-04,270.43,109.86,380.29,68.45,448.74
FEE71559,ORD11559,PAY71559,2026-05-04,114.34,14.29,128.63,23.15,151.78
FEE71560,ORD11560,PAY71560,2026-05-04,41.94,5.24,47.18,8.49,55.67
FEE71561,ORD11561,PAY71561,2026-05-04,21.36,10.01,31.37,5.65,37.02
FEE71562,ORD11562,PAY71562,2026-05-04,198.97,93.27,292.24,52.6,344.84
FEE71563,ORD11563,PAY71563,2026-05-02,8.64,5.4,14.04,2.53,16.57
FEE71564,ORD11564,PAY71564,2026-05-02,15.87,13.89,29.76,5.36,35.12
FEE71565,ORD11565,PAY71565,2026-05-02,68.75,42.97,111.72,20.11,131.83
FEE71566,ORD11566,PAY71566,2026-05-02,33.2,17.98,51.18,9.21,60.39
FEE71567,ORD11567,PAY71567,2026-05-02,31.21,5.2,36.41,6.55,42.96
FEE71568,ORD11568,PAY71568,2026-05-02,53.91,47.17,101.08,18.19,119.27
FEE71569,ORD11569,PAY71569,2026-05-02,57.94,50.69,108.63,19.55,128.18
FEE71570,ORD11570,PAY71570,2026-05-02,44.81,39.21,84.02,15.12,99.14
FEE71571,ORD11571,PAY71571,2026-05-02,12.52,6.78,19.3,3.47,22.77
FEE71572,ORD11572,PAY71572,2026-05-02,41.05,6.84,47.89,8.62,56.51
FEE71573,ORD11573,PAY71573,2026-05-04,383.19,130.63,513.82,92.49,606.31
FEE71575,ORD11575,PAY71575,2026-05-04,321.06,94.86,415.92,74.87,490.79
FEE71576,ORD11576,PAY71576,2026-05-04,227.48,108.57,336.05,60.49,396.54
FEE71577,ORD11577,PAY71577,2026-05-03,70.32,8.27,78.59,14.15,92.74
FEE71578,ORD11578,PAY71578,2026-05-03,98.59,11.6,110.19,19.83,130.02
FEE71579,ORD11579,PAY71579,2026-05-03,159.1,18.72,177.82,32.01,209.83
FEE71580,ORD11580,PAY71580,2026-05-03,106.31,74.42,180.73,32.53,213.26
FEE71581,ORD11581,PAY71581,2026-05-03,67.86,9.05,76.91,13.84,90.75
FEE71582,ORD11582,PAY71582,2026-05-03,65.68,28.46,94.14,16.95,111.09
FEE71583,ORD11583,PAY71583,2026-05-03,130.73,56.65,187.38,33.73,221.11
FEE71584,ORD11584,PAY71584,2026-05-03,143.03,100.12,243.15,43.77,286.92
FEE71585,ORD11585,PAY71585,2026-05-03,54.3,38.01,92.31,16.62,108.93
FEE71586,ORD11586,PAY71586,2026-05-03,92.3,12.31,104.61,18.83,123.44
FEE71587,ORD11587,PAY71587,2026-05-04,97.34,10.82,108.16,19.47,127.63
FEE71588,ORD11588,PAY71588,2026-05-04,189.08,21.01,210.09,37.82,247.91
FEE71589,ORD11589,PAY71589,2026-05-04,34.78,3.86,38.64,6.96,45.6
FEE71590,ORD11590,PAY71590,2026-05-04,305.31,33.92,339.23,61.06,400.29
FEE71592,ORD11592,PAY71592,2026-05-04,318.24,35.36,353.6,63.65,417.25
FEE71593,ORD11593,PAY71593,2026-05-04,224.28,24.92,249.2,44.86,294.06
FEE71595,ORD11595,PAY71595,2026-05-03,43.49,6.21,49.7,8.95,58.65
FEE71597,ORD11597,PAY71597,2026-05-03,17.29,12.97,30.26,5.45,35.71
FEE71598,ORD11598,PAY71598,2026-05-03,20.2,15.15,35.35,6.36,41.71
FEE71599,ORD11599,PAY71599,2026-05-03,35.84,5.12,40.96,7.37,48.33
FEE71600,ORD11600,PAY71600,2026-05-03,15.6,7.24,22.84,4.11,26.95
FEE71601,ORD11601,PAY71601,2026-05-04,28.85,15.15,44.0,7.92,51.92
FEE71602,ORD11602,PAY71602,2026-05-04,96.89,9.69,106.58,19.18,125.76
FEE71603,ORD11603,PAY71603,2026-05-04,96.73,9.67,106.4,19.15,125.55
FEE71604,ORD11604,PAY71604,2026-05-04,90.7,9.07,99.77,17.96,117.73
FEE71605,ORD11605,PAY71605,2026-05-05,212.27,26.53,238.8,42.98,281.78
FEE71606,ORD11606,PAY71606,2026-05-05,63.52,29.77,93.29,16.79,110.08
FEE71608,ORD11608,PAY71608,2026-05-05,187.29,23.41,210.7,37.93,248.63
FEE71609,ORD11609,PAY71609,2026-05-05,97.65,39.67,137.32,24.72,162.04
FEE71610,ORD11610,PAY71610,2026-05-05,53.22,6.65,59.87,10.78,70.65
FEE71611,ORD11611,PAY71611,2026-05-05,179.13,117.56,296.69,53.4,350.09
FEE71612,ORD11612,PAY71612,2026-05-05,131.23,16.4,147.63,26.57,174.2
FEE71614,ORD11614,PAY71614,2026-05-05,45.71,5.71,51.42,9.26,60.68
FEE71615,ORD11615,PAY71615,2026-05-03,48.49,26.27,74.76,13.46,88.22
FEE71616,ORD11616,PAY71616,2026-05-03,53.05,8.84,61.89,11.14,73.03
FEE71617,ORD11617,PAY71617,2026-05-03,76.35,12.72,89.07,16.03,105.1
FEE71618,ORD11618,PAY71618,2026-05-05,380.35,129.66,510.01,91.8,601.81
FEE71619,ORD11619,PAY71619,2026-05-05,281.43,25.58,307.01,55.26,362.27
FEE71621,ORD11621,PAY71621,2026-05-05,262.57,23.87,286.44,51.56,338.0
FEE71622,ORD11622,PAY71622,2026-05-04,13.12,8.1,21.22,3.82,25.04
FEE71623,ORD11623,PAY71623,2026-05-04,24.3,15.01,39.31,7.08,46.39
FEE71624,ORD11624,PAY71624,2026-05-04,157.65,69.55,227.2,40.9,268.1
FEE71625,ORD11625,PAY71625,2026-05-04,79.72,35.17,114.89,20.68,135.57
FEE71626,ORD11626,PAY71626,2026-05-04,8.01,4.95,12.96,2.33,15.29
FEE71627,ORD11627,PAY71627,2026-05-04,29.13,3.43,32.56,5.86,38.42
FEE71628,ORD11628,PAY71628,2026-05-04,138.58,85.6,224.18,40.35,264.53
FEE71629,ORD11629,PAY71629,2026-05-04,132.93,15.64,148.57,26.74,175.31
FEE71630,ORD11630,PAY71630,2026-05-04,68.46,30.2,98.66,17.76,116.42
FEE71631,ORD11631,PAY71631,2026-05-04,158.43,18.64,177.07,31.87,208.94
FEE71632,ORD11632,PAY71632,2026-05-04,73.13,51.19,124.32,22.38,146.7
FEE71633,ORD11633,PAY71633,2026-05-04,42.6,29.82,72.42,13.04,85.46
FEE71634,ORD11634,PAY71634,2026-05-04,62.85,27.23,90.08,16.21,106.29
FEE71635,ORD11635,PAY71635,2026-05-05,375.7,41.74,417.44,75.14,492.58
FEE71636,ORD11636,PAY71636,2026-05-05,323.4,188.65,512.05,92.17,604.22
FEE71637,ORD11637,PAY71637,2026-05-05,214.9,125.36,340.26,61.25,401.51
FEE71638,ORD11638,PAY71638,2026-05-05,195.12,21.68,216.8,39.02,255.82
FEE71640,ORD11640,PAY71640,2026-05-05,87.11,50.82,137.93,24.83,162.76
FEE71641,ORD11641,PAY71641,2026-05-05,284.96,166.22,451.18,81.21,532.39
FEE71642,ORD11642,PAY71642,2026-05-05,248.85,27.65,276.5,49.77,326.27
FEE71643,ORD11643,PAY71643,2026-05-04,26.7,14.31,41.01,7.38,48.39
FEE71644,ORD11644,PAY71644,2026-05-04,37.51,20.1,57.61,10.37,67.98
FEE71646,ORD11646,PAY71646,2026-05-04,29.03,4.15,33.18,5.97,39.15
FEE71647,ORD11647,PAY71647,2026-05-04,39.99,5.71,45.7,8.23,53.93
FEE71648,ORD11648,PAY71648,2026-05-04,11.42,8.56,19.98,3.6,23.58
FEE71649,ORD11649,PAY71649,2026-05-04,46.91,6.7,53.61,9.65,63.26
FEE71650,ORD11650,PAY71650,2026-05-04,22.59,3.23,25.82,4.65,30.47
FEE71651,ORD11651,PAY71651,2026-05-04,39.95,5.71,45.66,8.22,53.88
FEE71652,ORD11652,PAY71652,2026-05-05,96.19,36.07,132.26,23.81,156.07
FEE71653,ORD11653,PAY71653,2026-05-05,116.13,60.97,177.1,31.88,208.98
FEE71654,ORD11654,PAY71654,2026-05-05,162.84,52.92,215.76,38.84,254.6
FEE71656,ORD11656,PAY71656,2026-05-05,138.1,13.81,151.91,27.34,179.25
FEE71657,ORD11657,PAY71657,2026-05-06,158.94,19.87,178.81,32.19,211.0
FEE71658,ORD11658,PAY71658,2026-05-06,243.79,30.47,274.26,49.37,323.63
FEE71659,ORD11659,PAY71659,2026-05-06,196.81,129.16,325.97,58.67,384.64
FEE71660,ORD11660,PAY71660,2026-05-06,194.08,24.26,218.34,39.3,257.64
FEE71661,ORD11661,PAY71661,2026-05-06,39.48,4.94,44.42,8.0,52.42
FEE71662,ORD11662,PAY71662,2026-05-06,101.32,12.66,113.98,20.52,134.5
FEE71663,ORD11663,PAY71663,2026-05-06,89.99,11.25,101.24,18.22,119.46
FEE71664,ORD11664,PAY71664,2026-05-06,269.95,33.74,303.69,54.66,358.35
FEE71667,ORD11667,PAY71667,2026-05-04,49.06,30.66,79.72,14.35,94.07
FEE71668,ORD11668,PAY71668,2026-05-04,34.87,30.51,65.38,11.77,77.15
FEE71669,ORD11669,PAY71669,2026-05-04,29.83,18.64,48.47,8.72,57.19
FEE71671,ORD11671,PAY71671,2026-05-04,33.05,20.65,53.7,9.67,63.37
FEE71672,ORD11672,PAY71672,2026-05-04,12.34,2.06,14.4,2.59,16.99
FEE71673,ORD11673,PAY71673,2026-05-04,38.25,23.91,62.16,11.19,73.35
FEE71674,ORD11674,PAY71674,2026-05-04,44.0,23.83,67.83,12.21,80.04
FEE71675,ORD11675,PAY71675,2026-05-04,34.03,21.27,55.3,9.95,65.25
FEE71676,ORD11676,PAY71676,2026-05-06,293.32,139.99,433.31,78.0,511.31
FEE71678,ORD11678,PAY71678,2026-05-06,74.98,35.79,110.77,19.94,130.71
FEE71679,ORD11679,PAY71679,2026-05-06,79.0,7.18,86.18,15.51,101.69
FEE71681,ORD11681,PAY71681,2026-05-06,181.98,16.54,198.52,35.73,234.25
FEE71682,ORD11682,PAY71682,2026-05-06,235.85,112.56,348.41,62.71,411.12
FEE71683,ORD11683,PAY71683,2026-05-06,202.09,18.37,220.46,39.68,260.14
FEE71684,ORD11684,PAY71684,2026-05-06,222.1,20.19,242.29,43.61,285.9
FEE71685,ORD11685,PAY71685,2026-05-05,74.72,8.79,83.51,15.03,98.54
FEE71686,ORD11686,PAY71686,2026-05-05,60.03,7.06,67.09,12.08,79.17
FEE71687,ORD11687,PAY71687,2026-05-05,30.81,3.63,34.44,6.2,40.64
FEE71688,ORD11688,PAY71688,2026-05-05,55.73,6.56,62.29,11.21,73.5
FEE71689,ORD11689,PAY71689,2026-05-05,5.26,2.01,7.27,1.31,8.58
FEE71690,ORD11690,PAY71690,2026-05-05,36.72,4.32,41.04,7.39,48.43
FEE71691,ORD11691,PAY71691,2026-05-05,135.61,59.83,195.44,35.18,230.62
FEE71692,ORD11692,PAY71692,2026-05-05,42.17,18.61,60.78,10.94,71.72
FEE71693,ORD11693,PAY71693,2026-05-05,146.36,102.45,248.81,44.79,293.6
FEE71694,ORD11694,PAY71694,2026-05-05,81.46,40.73,122.19,21.99,144.18
FEE71695,ORD11695,PAY71695,2026-05-05,132.03,66.01,198.04,35.65,233.69
FEE71696,ORD11696,PAY71696,2026-05-05,106.12,74.29,180.41,32.47,212.88
