merchant_id,settlement_date,merchant_name,category,settlement_tplus_days,gross_captured_amount,captured_transaction_count,refund_adjustment_amount,refund_count,chargeback_amount,chargeback_count,platform_fee,gateway_fee,gst_on_fees,failed_payment_count,failed_payment_amount,settlement_id,actual_settlement_amount,settlement_status,processor_adjustment_code,processor_note,payout_status,bank_reference,expected_settlement_amount,variance_amount,absolute_variance,exception_flag,exception_type,risk_priority,investigation_memo
M003,2026-04-11,UrbanStyle Apparel,Apparel,2,36641.6,6.0,0.0,0.0,0.0,0.0,732.82,122.48,153.96,1.0,4248.81,SET50084,35632.12,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR291947551448,35632.34,-0.22,0.22,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-11 matched within tolerance. Expected INR 35,632.34 and received INR 35,632.12."
M003,2026-04-25,UrbanStyle Apparel,Apparel,2,42650.91,9.0,1563.31,1.0,0.0,0.0,853.01,224.17,193.9,1.0,4475.83,SET50098,39816.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR988933042058,39816.52,0.22,0.22,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-25 matched within tolerance. Expected INR 39,816.52 and received INR 39,816.74."
M007,2026-05-05,HomeEase Services,Home Services,2,25944.82,8.0,0.0,0.0,0.0,0.0,441.05,110.81,99.34,0.0,0.0,SET50262,25293.4,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR938131597812,25293.62,-0.22,0.22,False,Matched,Normal,"HomeEase Services settlement for 2026-05-05 matched within tolerance. Expected INR 25,293.62 and received INR 25,293.40."
M007,2026-05-15,HomeEase Services,Home Services,2,0.0,0.0,4743.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50266,-4742.92,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR852937803936,-4743.13,0.21,0.21,False,Matched,Normal,"HomeEase Services settlement for 2026-05-15 matched within tolerance. Expected INR -4,743.13 and received INR -4,742.92."
M003,2026-05-08,UrbanStyle Apparel,Apparel,2,0.0,0.0,0.0,0.0,2228.63,1.0,0.0,0.0,0.0,0.0,0.0,SET50111,-2228.42,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR880441752735,-2228.63,0.21,0.21,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-08 matched within tolerance. Expected INR -2,228.63 and received INR -2,228.42."
M001,2026-05-01,Apex Electronics,Electronics,2,48693.42,6.0,0.0,0.0,0.0,0.0,876.48,480.86,244.32,3.0,24666.78,SET50029,47091.56,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR986299799134,47091.76,-0.2,0.2,False,Matched,Normal,"Apex Electronics settlement for 2026-05-01 matched within tolerance. Expected INR 47,091.76 and received INR 47,091.56."
M003,2026-04-05,UrbanStyle Apparel,Apparel,2,20354.81,5.0,0.0,0.0,0.0,0.0,407.09,116.26,94.21,1.0,2713.79,SET50078,19737.05,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR389523392616,19737.25,-0.2,0.2,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-05 matched within tolerance. Expected INR 19,737.25 and received INR 19,737.05."
M002,2026-04-15,FreshBasket Foods,Grocery,1,8953.79,7.0,608.56,1.0,0.0,0.0,125.36,62.5,33.8,2.0,3176.58,SET50051,8123.39,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR106356285077,8123.57,-0.18,0.18,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-15 matched within tolerance. Expected INR 8,123.57 and received INR 8,123.39."
M005,2026-04-12,MediQuick Pharmacy,Healthcare,1,11795.07,4.0,0.0,0.0,0.0,0.0,141.54,38.05,32.34,1.0,5499.77,SET50163,11582.96,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR495229178479,11583.14,-0.18,0.18,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-12 matched within tolerance. Expected INR 11,583.14 and received INR 11,582.96."
M007,2026-04-11,HomeEase Services,Home Services,2,20710.37,5.0,0.0,0.0,0.0,0.0,352.07,70.37,76.03,0.0,0.0,SET50238,20211.72,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR707454634064,20211.9,-0.18,0.18,False,Matched,Normal,"HomeEase Services settlement for 2026-04-11 matched within tolerance. Expected INR 20,211.90 and received INR 20,211.72."
M004,2026-04-16,SkillBridge Learning,EdTech,3,40442.41,5.0,0.0,0.0,0.0,0.0,647.08,250.84,161.62,0.0,0.0,SET50126,39382.7,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR256452207445,39382.87,-0.17,0.17,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-16 matched within tolerance. Expected INR 39,382.87 and received INR 39,382.70."
M006,2026-05-06,TravelNest,Travel,3,58605.43,7.0,0.0,0.0,0.0,0.0,1289.32,350.62,295.18,2.0,16602.920000000002,SET50225,56670.47,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR536128038105,56670.31,0.16,0.16,False,Matched,Normal,"TravelNest settlement for 2026-05-06 matched within tolerance. Expected INR 56,670.31 and received INR 56,670.47."
M006,2026-04-06,TravelNest,Travel,3,33534.51,3.0,0.0,0.0,0.0,0.0,737.76,168.86,163.19,0.0,0.0,SET50195,32464.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR396540044346,32464.7,0.15,0.15,False,Matched,Normal,"TravelNest settlement for 2026-04-06 matched within tolerance. Expected INR 32,464.70 and received INR 32,464.85."
M006,2026-04-12,TravelNest,Travel,3,90938.25,9.0,0.0,0.0,0.0,0.0,2000.65,460.46,443.0,1.0,7618.85,SET50201,88034.29,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR557600589852,88034.14,0.15,0.15,False,Matched,Normal,"TravelNest settlement for 2026-04-12 matched within tolerance. Expected INR 88,034.14 and received INR 88,034.29."
M008,2026-04-06,FinEdge SaaS,SaaS,2,19332.05,5.0,0.0,0.0,0.0,0.0,289.97,144.48,78.19,0.0,0.0,SET50271,18819.26,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR606114203223,18819.41,-0.15,0.15,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-06 matched within tolerance. Expected INR 18,819.41 and received INR 18,819.26."
M001,2026-05-13,Apex Electronics,Electronics,2,0.0,0.0,7600.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50037,-7600.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR140398391282,-7600.48,-0.15,0.15,False,Matched,Normal,"Apex Electronics settlement for 2026-05-13 matched within tolerance. Expected INR -7,600.48 and received INR -7,600.63."
M004,2026-04-05,SkillBridge Learning,EdTech,3,14357.83,2.0,0.0,0.0,0.0,0.0,229.72,89.83,57.52,2.0,14322.52,SET50115,13980.62,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR142921957535,13980.76,-0.14,0.14,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-05 matched within tolerance. Expected INR 13,980.76 and received INR 13,980.62."
M004,2026-05-08,SkillBridge Learning,EdTech,3,51939.79,6.0,0.0,0.0,0.0,0.0,831.03,446.4,229.94,0.0,0.0,SET50148,50432.56,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR657980066797,50432.42,0.14,0.14,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-08 matched within tolerance. Expected INR 50,432.42 and received INR 50,432.56."
M005,2026-04-22,MediQuick Pharmacy,Healthcare,1,12409.67,3.0,0.0,0.0,2850.26,1.0,148.91,40.0,34.01,1.0,1894.1,SET50173,9336.35,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR775917003653,9336.49,-0.14,0.14,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-22 matched within tolerance. Expected INR 9,336.49 and received INR 9,336.35."
M006,2026-04-13,TravelNest,Travel,3,58644.36,5.0,0.0,0.0,0.0,0.0,1290.18,439.39,311.32,1.0,13663.11,SET50202,56603.61,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR211705382473,56603.47,0.14,0.14,False,Matched,Normal,"TravelNest settlement for 2026-04-13 matched within tolerance. Expected INR 56,603.47 and received INR 56,603.61."
M005,2026-04-02,MediQuick Pharmacy,Healthcare,1,35564.27,8.0,0.0,0.0,0.0,0.0,426.77,124.83,99.29,1.0,1217.48,SET50153,34913.5,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR865516529064,34913.38,0.12,0.12,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-02 matched within tolerance. Expected INR 34,913.38 and received INR 34,913.50."
M003,2026-04-15,UrbanStyle Apparel,Apparel,2,34934.92,7.0,0.0,0.0,0.0,0.0,698.7,269.62,174.3,0.0,0.0,SET50088,33792.19,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR958388485162,33792.3,-0.11,0.11,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-15 matched within tolerance. Expected INR 33,792.30 and received INR 33,792.19."
M006,2026-05-01,TravelNest,Travel,3,41944.05,3.0,0.0,0.0,0.0,0.0,922.77,295.64,219.31,1.0,10136.05,SET50220,40506.44,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR866710448703,40506.33,0.11,0.11,False,Matched,Normal,"TravelNest settlement for 2026-05-01 matched within tolerance. Expected INR 40,506.33 and received INR 40,506.44."
M006,2026-04-19,TravelNest,Travel,3,49313.93,6.0,0.0,0.0,0.0,0.0,1084.9,243.21,239.06,1.0,3501.56,SET50208,47746.86,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR447170402655,47746.76,0.1,0.1,False,Matched,Normal,"TravelNest settlement for 2026-04-19 matched within tolerance. Expected INR 47,746.76 and received INR 47,746.86."
M003,2026-04-13,UrbanStyle Apparel,Apparel,2,28696.13,6.0,0.0,0.0,0.0,0.0,573.92,97.78,120.91,0.0,0.0,SET50086,27903.44,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR484479339632,27903.52,-0.08,0.08,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-13 matched within tolerance. Expected INR 27,903.52 and received INR 27,903.44."
M006,2026-04-20,TravelNest,Travel,3,36755.14,4.0,15886.69,1.0,0.0,0.0,808.61,215.99,184.43,0.0,0.0,SET50209,19659.5,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR540826019608,19659.42,0.08,0.08,False,Matched,Normal,"TravelNest settlement for 2026-04-20 matched within tolerance. Expected INR 19,659.42 and received INR 19,659.50."
M007,2026-04-09,HomeEase Services,Home Services,2,46070.54,8.0,0.0,0.0,0.0,0.0,783.2,247.43,185.52,0.0,0.0,SET50236,44854.32,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR471538972829,44854.39,-0.07,0.07,False,Matched,Normal,"HomeEase Services settlement for 2026-04-09 matched within tolerance. Expected INR 44,854.39 and received INR 44,854.32."
M001,2026-04-17,Apex Electronics,Electronics,2,27485.29,3.0,5610.17,1.0,0.0,0.0,494.73,80.14,103.48,0.0,0.0,SET50015,21196.71,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR947418051951,21196.77,-0.06,0.06,False,Matched,Normal,"Apex Electronics settlement for 2026-04-17 matched within tolerance. Expected INR 21,196.77 and received INR 21,196.71."
M008,2026-04-11,FinEdge SaaS,SaaS,2,17722.37,5.0,0.0,0.0,0.0,0.0,265.83,82.15,62.64,0.0,0.0,SET50276,17311.81,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR112351631373,17311.75,0.06,0.06,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-11 matched within tolerance. Expected INR 17,311.75 and received INR 17,311.81."
M004,2026-05-11,SkillBridge Learning,EdTech,3,0.0,0.0,0.0,0.0,12145.76,1.0,0.0,0.0,0.0,0.0,0.0,SET50150,-12145.82,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR729003842522,-12145.76,-0.06,0.06,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-11 matched within tolerance. Expected INR -12,145.76 and received INR -12,145.82."
M001,2026-04-21,Apex Electronics,Electronics,2,27448.87,4.0,11614.02,1.0,0.0,0.0,494.08,165.12,118.66,1.0,19815.1,SET50019,15057.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR540938394476,15056.99,0.03,0.03,False,Matched,Normal,"Apex Electronics settlement for 2026-04-21 matched within tolerance. Expected INR 15,056.99 and received INR 15,057.02."
M007,2026-04-18,HomeEase Services,Home Services,2,62601.96,10.0,0.0,0.0,4783.88,1.0,1064.24,521.05,285.34,0.0,0.0,SET50245,55947.42,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR150039129040,55947.45,-0.03,0.03,False,Matched,Normal,"HomeEase Services settlement for 2026-04-18 matched within tolerance. Expected INR 55,947.45 and received INR 55,947.42."
M007,2026-05-01,HomeEase Services,Home Services,2,38464.66,10.0,96.22,1.0,3780.44,1.0,653.9,203.84,154.39,0.0,0.0,SET50258,33575.9,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR457957300134,33575.87,0.03,0.03,False,Matched,Normal,"HomeEase Services settlement for 2026-05-01 matched within tolerance. Expected INR 33,575.87 and received INR 33,575.90."
M007,2026-04-26,HomeEase Services,Home Services,2,40946.39,8.0,0.0,0.0,0.0,0.0,696.09,186.22,158.82,1.0,3336.21,SET50253,39905.25,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR890233935113,39905.26,-0.01,0.01,False,Matched,Normal,"HomeEase Services settlement for 2026-04-26 matched within tolerance. Expected INR 39,905.26 and received INR 39,905.25."
